夹,ngeh
便条,tsua tiau
打整,tann tiap
通信,thong phe
课本,kho pun
泄尿,siam lio
讨债,tho tsinn
脱毛,thng moo
付给,hu kip
减刑,kiam hing
各路,si ke
踢被,that phue
刀痕,to hun
内裤,lai khoo
财力,tshiu kut
侵袭,tshim sip
今后,au ke
去骨,tshut kut
响动,siann sueh
满师,tshut sai
绒线,siu suann
对像,thau tui
泳装,ing tsong
施放,si hong
学位,hak ui
朝北,ng pak
污垢,kau kue
控告,khong ko
人质,jin tsit
砂土,thoo sua
砍刀,tsha keh
著落,he loh
构思,koo su
结怨,kiat uan
时钟,si tsing
介入,kai lip
称雄,ui ong
浓烈,long liat
复发,hok huat
雷电,lui tian
年率,ni lut
沙州,khe poo
体统,the thong
课税,khio se
个个,ko ko
掌纹,tshiu hun
栖身,tshe sin
刀身,to bah
害臊,phai se
改日,ling jit
同类,tong lui
脏乱,e se
家产,tsai san
老弟,lau sue
岂有,kann su
红螺,hiunn le
大油,bah iu
甘油,kam iu
金石,kim tsioh
舞狮,lang sai
念及,tai liam
云梯,thinn thui
宝贵,kui tiong
鱼松,hu hu
喂养,io tshi
母鸟,tsiau bu
校警,hau king
在座,tsai tso
限制,han tse
斗狠,tau bing
合家,hap ka
冷热,kuann luah
关节,kuan tsat
中选,lip suan
使劲,tshut lat
器具,ke si
服食,hok sit
照顾,po hoo
备战,pi tsian
从政,tsiong tsing
推移,thui i
奸雄,kan hiong
苦练,khoo lian
财宝,tsai po
儿女,kiann ji
电脑,tian nau
善化,sian hua
做案,tsue an
额角,pin kak
手枪,te tshing
隐疾,am pinn
卫冕,ue bian
奸巧,kan hiong
暗中,am bat
叮咛,huan hu
髫年,siau thiau
押后,ah be
损害,sun hai
军政,kun tsing
炮眼,pong khang
功能,kong ling
死人,si lang
军师,kun su
萝卜,lo pok
级数,kip soo
云气,pe hun
重伤,tang siong
粗人,ia han
杀伤,thai siong
补气,tsong khi
打猎,tho liah
竞争,sio tsenn
保重,po tiong
源流,guan liu
残杀,tsan sat
尾巴,bue a
供出,king tshut
饴糖,beh ge
化缘,hua ian
天然,tsu jian
媬姆,po bo
装水,jip tsui
船埠,be thau
树苗,tshiu tsai
蛰居,tiam khang
阿婆,a po
孝巾,thau peh
打牌,phah pai
未遂,bi sui
六轻,lak khin
矮人,ue lang
多咱,siann si
溶入,iunn jip
土凿,thoo tshiang
书报,su po
跌跤,siak to
涉嫌,siap hiam
花光,khai liau
桑树,sng tsai
早先,tsin tsing
褪皮,thng khak
作假,tinn tshinn
向导,hiang to
化募,te ian
死地,si te
刺猬,tshi gui
笑脸,tshio bin
作文,tsok bun
公决,kong kuat
田赛,tian sai
昨天,tsah lit
环海,khuan hai
天空,thinn ting
夜雨,am hoo
父亲,lau hu
赏画,siunn ue
劣势,su bin
血崩,piann huih
编号,phian ho
安装,an tsong
细微,sue bi
使劲,iong lat
督促,tok tshiok
谷底,kok te
教化,kam hua
拜候,ling kau
白菇,peh koo
专辑,tsuan tsip
谈天,phann tam
良多,liong to
图章,in a
龙井,liong tsinn
借词,tsia su
电击,tian kik
恶人,ok lang
盘子,puann a
出团,tshut thuan
氧气,sng soo
潜逃,tsau bih
飞眼,loh khe
容许,in tsun
误伤,goo siong
头等,thau ting
全无,tsong bo
嘶哑,sau siann
任我,tsai gua
表面,bin ting
五官,bin tshiunn
用钱,iong tsinn
阴冷,oo kuann
穷鬼,king kui
信任,sin jim
信任,sin lim
贴钱,sih pun
芳苑,hong uan
铁箱,thih siunn
合流,kap lau
逮到,tsang tioh
黄牛,lun tsau
进行,tsin hing
高度,kuan too
邪念,phainn sim
膨胀,phong tua
刚竹,jiau tik
疏散,soo san
扬言,pang siann
球速,kiu sok
哄传,hong pong
资助,tau tsan
日文,jit bun
弊端,pe tuan
菜茎,tshai kah
逆子,giat tsu
止痒,suah tsiunn
蜕毛,uann moo
北大,pak tai
教养,kau iang
搭腔,sua tshui
入骨,lip kut
里面,lai bin
误认,kio si
功效,tshai kang
打战,khi tsun
柳巷,liu hang
内情,tue sue
养肥,king pui
出发,tshut huat
发痴,khi kham
架子,tua pan
慈姑,tsu koo
役毕,iah pit
痴𫘤,tshi gai
在意,ti i
公社,kong sia
逆天,gik thinn
结仇,kiat uan
尿斗,jio thang
诸公,tsu kong
银洋,ling gun
挪威,noo ui
移民,i bin
兜肚,too kuann
俚谚,siok gu
扛秤,niu a
造诣,tso ge
早潮,tsa lau
山产,suann san
落脚,kua kha
干架,uan ke
智谋,ke ti
懦夫,lam han
吝惜,m kam
请托,tshing thok
准星,tshing tshinn
菜篮,tshai na
剧情,kiok tsing
混乱,hun luan
油茶,iu te
手炉,hue lang
偷袭,thau sip
拍卖,phah be
抵御,ti gu
痰桶,tham kuan
耽心,tam sim
沙哑,sau siann
手脚,tshiu loo
严冬,giam tong
热季,jiat kui
整年,tng ni
把柄,khang khiah
身亡,kue sin
矮墙,ue tshiunn
核示,hik si
继而,sua loh
暗放,thau khng
加热,ka jiat
拍照,hip siang
赏金,siunn kim
金玉,kim gik
山脊,ling tsit
煮食,tsu tsiah
矿石,khong tsioh
停工,hioh kang
近于,kin i
沈重,tim tang
鲈鱼,tshinn loo
美丽,bi le
分歧,hun ki
阴宅,im ku
人为,lin ui
驰名,tshut mia
对于,tui i
和约,ho iok
后垄,āu lang
穷尽,liau liau
拙劣,lam loo
肺病,tham lo
被迫,pi pik
保持,po tshi
主题,tsu te
立意,thiau kang
油污,iu kau
名叫,mia kio
卷尾,iap be
芝山,tsi san
小镇,sio tin
树丛,na poo
倒店,to tann
井盖,tsenn kham
耸肩,tann king
暗中,am tsinn
民防,bin hong
肉牛,bah gu
挽歌,buan kua
用计,iong khang
春分,tshun hun
发问,huat bun
注意,tsim tsiok
留意,khuann thau
临终,lim tsiong
面汤,mi thng
篮运,na un
每隔,mue keh
放松,hong khuan
胚胎,phue thai
掉漏,lau kau
蛔虫,hue thang
故障,tioh that
偷瞄,thau lio
梦想,bong siong
怕人,liap lang
殿堂,tian tong
手松,khuah tshiu
召祸,lia e
怎会,na e
畅快,song sin
撑赢,tong iann
褪色,thue sik
立意,lip i
肉松,bah soo
长春,tiong tshun
獐子,kiunn a
风化,sau hong
指使,tsi su
挑选,suan tik
变动,kai pian
戒备,kai pi
顶尖,ting tsiam
语汇,gu lui
可恶,iau siu
椽子,kak a
椅披,i mua
洗礼,hiu le
透心,thau sim
伛偻,un ku
护照,hoo tsiau
低劣,phai liau
铁筋,thih ki
廿一,jiap it
强棒,kiong pang
腕力,tshiu pa
叩门,long mng
吐穗,thoo sui
银块,gin kak
艺人,ge jin
老弟,lau se
排课,pai kho
拗蛮,au ban
路数,poo soo
选战,suan tsian
困难,nge tau
火砲,he phau
冥婚,bing hun
茶点,tiam sim
会合,hue hap
欢乐,huan lok
白肉,peh phe
潦倒,lok phik
宽阔,khui khuah
佛教,hut kau
声乐,siann gak
行仪,kiann tah
水份,tsui hun
不适,bue song
海峡,hai kiap
法子,huat too
插队,tshah tui
落肚,loh too
柜上,siau kui
伪钞,ke tsinn
滤净,li tsing
武生,bu sing
变成,pian sing
黄海,ng hai
振动,tin tang
敷衍,ke khiau
点滴,tua tang
运用,ing iong
春联,mng lian
白衣,peh i
领班,thau tshiu
太妹,thai mue
满心,mua sim
电疗,tian liau
臭鼩,tshau tshu
等齐,tan tse
预兆,u tiau
现货,hian hue
逗趣,khe hai
胡蝶,iah a
兵差,thiau hu
口齿,ka im
病因,pinn in
失学,sit hak
同僚,tong liau
词锋,pit bue
苦苦,khoo khoo
本末,thau bue
柴刀,tsha to
劳工,lo kang
炮台,phau tai
苦工,khoo kang
土臼,thoo lang
粗话,thoo ue
烹饪,liau li
螺钉,lo si
攀附,phan hu
减小,kiam sio
眼睑,bak ham
焙粉,huat hun
参与,tshah tioh
得劲,sang si
重地,tiong tue
那次,hit ke
土方,thoo hng
蒲扇,khue sinn
余年,be sau
及至,kau kah
兄长,hing tiong
征税,khioh sue
焦黑,hue loo
王八,bong pat
面谱,bin phoo
避嫌,phiah hiam
取巧,kik khiau
作业,tsok giap
美食,bi sit
压条,teh ki
床虱,tshau thang
不治,bo i
蛞蝓,nng khi
包纸,pau tsua
千金,tshian kim
克苦,khat khoo
也得,ma tioh
亏待,khui thai
瑞香,sui lan
风尚,hong siong
号码,ho be
为私,ui su
夹带,kiap tua
救治,kiu ti
人工,lang kang
请神,tshiann sin
募集,boo tsip
手下,kha tshiu
花童,hua tong
暗滩,tsioh lua
情人,tsing jin
贬低,pian ke
理想,li siong
木匠,bak kang
根性,kun sing
大牢,kann lo
浪费,tho tse
生命,siu mia
彗星,hui sing
叫唤,au kio
不测,sit su
耗尽,hoonn tsin
间隔,king keh
恶心,tso sim
去处,soo tsai
钱袋,gin te
稀少,se poh
沉重,oh loh
盐霜,iam sinn
听闻,thiann bun
次第,sun si
研读,gian thok
纯铜,ang tang
后盾,kho suann
出痘,tshut tsu
鸡精,ke tsing
面皮,bin phe
输局,su bin
定名,ho mia
琴弦,khim hian
沈阳,sim iong
辅导,hu to
演技,tso kang
基督,ia soo
仇人,uan ke
路程,loo ting
著想,phah sng
重奏,ting tsau
申请,tshing kiu
烧火,toh hue
凿井,tshak tsenn
挑选,thiau suan
名额,lang giah
斋堂,tshai tng
仙洞,sian tong
摔角,sio ian
慢走,sun kiann
入狱,tse kann
作法,tsok huat
转弯,tng uan
光线,kng suann
小月,gueh se
龙潭,liong tham
掉头,uat thau
外貌,jin tsai
贴心,kang sim
令妹,ling mue
君主,kun tsu
侍者,tsau toh
税额,sue giah
汗液,kuann sioh
油井,iu tsenn
国界,kok kai
妲己,tat ki
旋即,sui si
尽量,tsin liang
地层,te tsan
急流,tshuah lau
书香,su hiong
就养,tsiu iang
遵从,tsun siu
临盆,tse tshau
青紫,oo tshinn
残渣,tsan tse
米兰,bi lan
遵从,hok tsiong
谷仓,tshik tshng
举国,ki kok
邮票,iu phio
舅父,bo ku
修缮,siu sian
激进,kik ka
词意,su i
血债,hiat tse
配给,phe kip
习字,lian ji
烟雾,bong bu
话头,ue in
水坑,tsui khut
不少,put siau
块头,han tshau
镇守,tin siu
通缉,thong tsip
搜救,soo kiu
回门,tsue kheh
烈酒,ok tsiu
下子,e a
接口,tsiap tshui
酒仙,tsiu hoo
举枪,ki tshing
圆谎,tau ue
公家,kong ke
在世,tsai sinn
槟榔,tshinn a
查获,tsa hik
舍下,gun tau
坎子,kham ting
少礼,bian le
打转,seh khoo
孔明,khong bing
亚麻,a mua
春兰,tshun lan
灯笼,the ting
辽宁,liau ling
而外,ji gua
柳树,liu tshiu
寒露,han loo
终点,tsiong tiam
举办,ki pan
大薯,kuan tsu
美德,bi tik
逼债,pik tse
水分,tsui hun
超重,tshiau tang
分寸,tsam tsat
上旬,gueh thau
抵达,kau te
处分,tshu hun
厘订,li ting
肥缺,ho kheh
愚勇,gong tann
体坛,the tuann
回溯,hue sok
文圣,bun sing
客运,kheh un
悬赏,hian siong
鹿角,lok kak
利落,pih tsah
交友,kau iu
柏林,peh lim
赚钱,than tsinn
冰雹,ping phauh
怨叹,uan tsheh
雨蛙,tshinn ioh
未来,bi lai
晚春,buan tshun
静坐,tse sian
孤魂,koo hun
遮风,tsah hong
应声,ing siann
煤矿,thuann khong
征收,tsing siu
仙姑,sian koo
生恐,tsin kiann
代沟,tai kau
短路,te loo
琼麻,khing mua
打围,ui lah
办法,hong huat
著笔,loh pit
相依,siong i
女家,lu ke
读者,thok tsia
年年,mui ni
住夜,keh mi
转载,tsuan tsai
减至,kiam tsi
依旧,tsiau guan
找碴,liah khang
地名,tue ho
交配,kau bue
境界,king kai
混吃,tsuan tsiah
进占,tsin tsiam
酒品,tsiu tik
范本,huan pun
这样,an ne
前回,ting pai
外科,gua kho
不但,put tan
锦旗,gim ki
爬坡,tsiunn kia
地带,tue tai
勒掯,ngi au
汤圆,inn a
义卖,gi be
棍子,kun a
休克,hiu khik
朴素,soo soo
谅解,guan liong
名号,ji ho
火大,he tua
比照,pi pan
多的,thong thau
得到,tit tioh
舞弊,uai ko
战鼓,tsian koo
海地,hai te
疑窦,gi too
运行,un hing
吵嘴,ke ue
草书,tsho su
薯豆,tsu tau
匀实,tsiau un
履带,lian tua
嫡系,tsiann meh
马铃,be long
蹧踏,thun tah
业已,giap i
体面,hong sin
救护,kiu hoo
远道,uan to
影迷,iann be
民家,bin ke
屋子,pang ok
成员,sing uan
豆藤,tau tin
譬如,pi lun
一道,tang tse
要求,iau kiu
温驯,un jiu
战神,tsian sin
吵醒,tsha tshinn
躺椅,the i
敏捷,liu liah
制版,tse pan
先祖,sian tsoo
比如,pi ju
情商,koo tsiann
嘴浅,phua tshui
补漏,poo lau
礼卷,le kuan
样式,khuan sit
剁肉,tok bah
增资,tsing tsu
碾米,e bi
显形,loo hing
梧桐,ngoo tong
薄荷,pok ho
远东,uan tong
称赞,tshing tsan
山寨,suann tse
巴鸭,thiunn ah
过敏,ke bin
公鸭,ah kak
吓溜,siuh liu
民意,bin i
凡事,huan su
日夜,jit ia
头胎,thau the
情妇,he ki
冬季,tong kui
肤浅,tshian poh
君王,kun ong
谦虚,khiam hi
应允,tah ing
听者,thiann tsia
室温,sik un
要命,be mia
福建,hok kian
契约,khe iok
目眩,bak hue
制作,tse tsok
除法,tu huat
警戒,ti hong
出港,tshut kang
慇勤,un khun
红毛,ang mng
新鲜,sin sian
看穿,khuann thang
赌窝,kiau siu
难养,phainn tshi
招数,kha tshiu
效力,hau lik
图片,too phinn
加禄,ka lok
尴尬,phainn se
单项,tan hang
良机,liang ki
目录,bok lok
忌食,khi tshui
显灵,hian ling
钞票,tsua phio
撒盐,suah iam
对偶,tui ku
逼问,pik mng
火炭,tsha thuann
中音,tiong im
战事,tsian su
猪血,tu huih
器物,ke si
混淆,tsham tshap
继嗣,kue pang
韵味,un bi
当归,tong kui
中区,tiong khu
零钞,sio phio
面容,bin tsui
领头,tsue thau
庄脚,gua tiunn
眨眼,nih bak
皇蛾,gu iah
寿衣,siu i
扣门,long mng
逐日,tak jit
忤逆,ngoo gik
过帐,kue siau
节约,tsun tsat
车资,tshia tsinn
兵役,ping ik
智齿,au khi
会谈,hue tam
跨越,huah kue
商店,tiam bin
相称,su phe
领款,nia khuan
蜀黍,huan se
如故,ju koo
湿润,tam lun
零晨,huan tiam
录用,lok iong
咸粥,kiam be
奸险,khi khiau
卫兵,ui ping
见面,kinn bin
免除,bian tu
倚重,i tiong
授课,siong kho
怒号,hau kio
肝连,kuann lian
渎职,tok tsit
忌日,tsue ki
至多,siang tse
生霉,huat koo
从头,thau sing
喀嚓,pik lik
豆浆,tau tsiunn
链条,lian a
烧香,tiam hiunn
肥田,ing tshan
犒赏,kho siunn
救星,kui lin
儿孙,kiann sun
片刻,phian khik
木屑,tsha iu
永世,ing se
保险,pau un
孙子,sun a
家谱,ke he
乖戾,phai si
孤癖,tau su
磨菇,siau phiann
过关,kue bin
满天,mua thinn
激流,thau lau
上位,siong ui
近作,kun tsok
挂钩,thong thau
补缴,poo kiau
拉稀,lau sai
随手,sui tshiu
饮宴,im ian
发落,kuan li
凶器,hiong khi
刚硬,giam ngi
预警,u king
志工,tsi kang
单据,tuann ki
份外,giah gua
非独,m na
奇幻,ki huan
烽火,he long
开演,khai ian
落日,loh jit
台上,tai siang
上学,thak tsheh
违背,huan pue
坦缓,pinn pho
恼恨,nau hin
汲水,hiap tsui
取齐,hue tsue
体操,the tshau
锅灶,tiann tsau
折磨,tsiat bua
花环,hue khoo
在内,tsai lai
做庄,tso tong
汇费,hue hui
浅色,khin sik
大班,be pan
周报,tsiu po
林间,lim kan
瞩目,tsu bok
父荫,hu im
恋人,luan jin
日共,jit kiong
凹凸,phong thap
荞头,loo gio
手脚,jin uan
上来,tsiunn lai
蚨蝶,oo tiap
接棒,tsiap pang
墙面,tshiunn bin
蓄积,tsik thiok
抛锚,pha tiann
安份,jin hun
囊子,long a
茶食,te phue
泥偶,thoo siang
鲠鱼,tshinn lan
喉结,am tsu
富裕,ho giah
房地,tshu tue
鹊豆,bah tau
酒仙,tsiu pih
牵线,khan suann
倚赖,ua lua
敬酒,king tsiu
斗方,tau hong
石妇,thun bo
快门,khuai mng
语词,gu su
幸福,ho mia
欠缺,khiam khuat
内勤,lai khin
年幼,sue han
商用,siong iong
婴孩,enn a
别针,kit tsiam
亲口,tshin tshui
境地,king te
沾光,png im
层面,tsan bin
开船,tshut phang
水彩,tsui tshai
家专,ka tsuan
示威,tian ui
孔雀,khong tshiok
锅盖,tiann kua
乳藤,ling ting
积存,tsik tsun
天际,thian tse
负伤,tioh siong
凶猛,hiong bing
惧内,kiann boo
潲水,phun tsui
火箭,hue tsinn
作客,tsue kheh
称心,siau sim
每年,tak ni
法事,kong tik
车城,tsha siann
长根,senn kin
抹粉,buah hun
当众,tong tsiong
名额,mia giah
结帐,kiat siau
薄待,pok thai
勋章,hun tsiong
移师,i su
闹钟,luan tsing
利弊,li pe
笨重,hang tang
学童,hak tong
迎亲,tshua ke
相宜,siong gi
数学,soo hak
银河,gin ho
笑面,tshio bin
借条,tsioh li
目标,piau tsun
共谋,kiong boo
人称,jin tshing
擡举,thai ku
红茄,ang kio
吊颈,tiau am
效益,hau ik
锅刷,tsang tshing
高居,ko ku
大溪,tai khe
专门,tsuan bun
娼妇,au tshiong
素描,soo bio
细目,se bak
残癈,phua siunn
蛇莓,tshua pho
姑表,koo piau
真人,tsin jin
整面,kui bin
素来,hiong lai
发烧,huat sio
服下,hok ha
环山,khuan san
落地,loh thoo
瘸脚,pai kha
野心,ia sim
尖端,tsiam be
利益,phinn thau
会齐,tan tse
执勤,tsip khun
玉葱,iunn tshang
公民,bin tsiong
口角,sio me
诈骗,khi phian
伙伴,hue phuann
继室,au siu
小肠,sio tng
哀恸,ai tong
书画,su ue
染上,tua tioh
说穿,kong phua
贼眼,phainn bak
阿桑,a sang
好笑,tshio khe
阻拦,nua tsoo
不得,be tit
抓阄,ni khau
参加,tsham ka
淤地,thoo phiann
做秀,tso sio
渔获,hu hik
奇景,ki king
三星,sann tshinn
汉人,han jin
呼吁,hoo ju
休市,suann tshi
涂改,too kai
人头,lang giah
茂林,boo lim
桂冠,kui kuan
皮箱,phue siunn
压味,ah bi
稻壳,tshik khak
尤其,koh khah
加收,ke siu
蹑脚,liam kha
失效,sit hau
粗货,tshoo hue
斥退,hat thue
轮廓,gua hing
食客,sit khik
察觉,huat kak
车辐,tshia kuainn
农村,tshan tsng
脱痂,thng phi
打睹,sann su
倭瓜,kim kue
户政,hoo tsing
树枝,tshiu e
丑陋,bai kau
翻修,huan tshu
虚脱,sit khi
准绳,pin tsun
昏迷,hun to
存货,tiam te
恶客,au kheh
辈分,ji un
徘徊,i ut
厚谊,hoo gi
急救,kip kiu
拜托,pai thok
鲜丽,tshenn le
起跑,khi tsau
牙包,khi sau
乡土,hiong thoo
粗率,long tsong
书包,su pau
尿布,lio phe
矿场,khong tiunn
摸黑,bong am
斗鸡,too ke
寻食,tho tsiah
步行,poo hing
欠揍,khiam tiap
泡茶,tsuann te
趋势,tshu se
云朵,hun ang
烈酒,kau tsiu
人气,lin khi
层次,tsan tshu
风度,hong too
产量,san liong
汉朝,han tiau
现有,hian iu
修持,siu ti
人物,lin but
心神,sim sin
菊花,kiok hue
也是,iau si
队员,tui uan
搜出,tshiau tshut
纱门,sua mng
鞋业,ue giap
禁地,kim tue
吊篮,tiau na
残缺,phua khih
抛弃,phau khi
末路,be king
木鱼,bok hi
麻利,mi tshinn
动脉,kun meh
进去,jip khi
总数,tsong soo
磁片,tsu phinn
帮手,kha tshiu
角头,kak thau
极多,kik to
展翅,phun phian
造访,hong bun
法治,huat ti
安稳,tsai un
怂恿,sai long
膀胱,sio too
悬崖,suann kham
炉丹,loo tan
用途,iong too
地震,te tang
短线,te suann
桌帷,toh ui
昌明,tshiong bing
傀儡,ka le
年头,ni thau
言教,khui thiah
汤水,thng thau
目的,bok tik
功力,kong lik
客气,sio sim
干货,kam he
伯伯,a peh
爱恋,lin tioh
断狱,phuann an
减料,kiam liau
度外,too gua
竹箨,tik hah
选拔,suan puat
就近,tsiu ua
跳河,thiau ho
定形,ting sing
六礼,liok le
累积,liap tsik
字典,ji tian
门面,tiam bin
网眼,bang bak
动员,tong uan
毛茛,moo kin
翻过,puann kue
欢呼,huan hoo
朴树,sua phoh
闪闪,na sahnn
斋姑,tsai koo
水色,tsui sik
上面,ting kuan
风声,hong siann
多话,tse ue
屎尾,sai bue
缴交,kiau kau
拓本,thap phinn
名师,bing su
毛猪,moo ti
夷平,lu pinn
设计,siat ke
太座,thai tso
惜钱,sioh tsinn
分身,hun sin
车祸,tshia ho
族谱,tsok phoo
轰动,hong tong
发出,huat tshut
慓悍,huainn ban
伦比,pi ping
可畏,kho ui
夙世,siok se
大条,tua bue
两方,nng ping
僻性,phiah phinn
硬朗,nge tsiann
抵针,poo tsainn
辐条,lun kut
关心,kuan sim
我方,ngoo hong
亲眼,tshin bak
戳记,in tsiong
向阳,hiang iang
木薯,tshiu tsu
串珠,tsu hue
棘手,phai phang
香片,hue te
锄平,thuann pinn
坏账,phai siau
卖方,be hong
会齐,tshu tse
行者,hing tsia
娇嫩,nng tsiann
出面,tshut thau
顺差,sun tsha
羡慕,him suan
让与,jiong u
能手,ho kioh
溜班,tsau khau
福杉,hok sam
扁平,poh pan
评议,phing gi
转变,tsuan pian
钢盔,thih bo
形体,hing the
宦官,iam huan
学生,hak sing
鸡卷,sio kuann
纵容,thiong sing
获益,hik ik
干活,tso kang
居家,khia ke
渡海,too hai
年鉴,lian kam
容器,pu hia
排坛,pai tuann
正实,tsiann sit
拔罐,kok hong
盘腿,thiap kha
婆姐,po tsia
中油,tiong iu
中游,tiong iu
关于,kuan i
鳝鱼,sian hu
东亚,tang a
蜾蠃,ian inn
叨叨,lo tho
眩眼,tshi tshak
风圈,ui tham
谿口,khinn khau
粉刺,nua thiau
缓冲,thiu the
草包,te pun
勘查,tah tsa
沈静,tiam tsing
无意,bo siunn
泰安,thai an
责难,khian tsik
僵尸,kiang si
八成,pueh siann
食粮,bi niu
铅管,ian kong
口舌,tshui gim
墓碑,boo tsioh
轻声,se siann
狡诈,kau kuai
揭短,oo khang
痨病,lo pinn
歪曲,uai khiok
自觉,tsu kak
膨大,phong tua
恶势,ok si
从未,m pat
眼药,bak ioh
征选,ting suan
儿童,ji tong
身段,hing thau
假的,ke e
田地,tshan te
走失,tsau tsuah
搧风,iann hong
贴底,tah tue
催奶,kik ling
英灵,ing ling
主使,tsu su
教条,kau tiau
战局,tsian kiok
白麻,peh mua
神明,sin bing
货款,hue khuan
共用,thong iong
狗窝,kau tiau
自习,tsu sip
离谱,li phoo
生存,jit tsi
现货,hian he
航政,hong tsing
林口,na khau
马背,go thau
已经,tai se
弯月,geh bai
蒸气,tsing khi
分类,hun lui
印色,in sik
徬徨,pong hong
崛起,khi ki
晚春,tshun bue
什么,siann mih
霜降,sng kang
末了,loh bue
拉纤,thua tsun
节礼,tsiat le
解送,kai sang
雕刻,tsam a
定金,tiann gin
鯃鱼,gong hi
陶陶,song sin
花边,hue pinn
假使,na tsun
犯嘴,tsenn tshui
套汇,tho hue
自如,tsu ji
碳酸,thuann sng
破脸,pinn bin
黑或,oo au
温驯,ho sun
笼屉,lang sng
洋菇,siong jiong
组件,tsoo kiann
出品,tshut phin
外语,gua gu
扫兴,io hing
入手,lip tshiu
恋情,luan tsing
撞坏,long phainn
么儿,ban a
象棋,ki ji
姊姊,a tsi
正路,tioh loo
创刊,tshong khan
天天,lit lit
飞弹,hui tuann
叉鱼,tshah hu
那次,hit pai
愚昧,han ban
端菜,phang tshai
贿选,hue suan
吊猴,tiau kau
下垂,tham thui
自份,lin hun
差价,ke kha
放炮,pong phua
窃据,tshiap ki
礼仪,le soo
艄公,tai kong
叛变,huan pian
草案,tsho an
会合,tsip hap
答礼,tap lang
毒酒,tok tsiu
应验,ing giam
日晕,jit khoo
乌龟,oo ku
饥馑,iau hng
有所,iu soo
著床,tiau ki
图式,too sik
选课,suan kho
天天,tak jit
梦境,bang king
分辨,hun pian
操犁,sai le
僵化,kiong hua
身手,kha tshiu
尽快,tsin khuai
瞻仰,tsiam giong
婊子,piau tsu
行善,hing sian
罹难,siu lan
余音,siann bue
逼压,pik ap
霸权,pa kuan
引致,ti kau
黑道,oo to
水锈,tsui sian
独裁,tok tshai
点燃,tiam toh
